indicador,periodo,valor,region,dimension,categoria
DES,2010-01-01/P3M,420.7637076214404,11,tramo_edad,Y35T44
DES,2010-02-01/P3M,244.3851610146174,11,tramo_edad,Y35T44
DES,2010-03-01/P3M,531.4781399576052,11,tramo_edad,Y35T44
DES,2010-04-01/P3M,650.276185223249,11,tramo_edad,Y35T44
DES,2010-05-01/P3M,789.7086339398898,11,tramo_edad,Y35T44
DES,2010-06-01/P3M,658.9434604113048,11,tramo_edad,Y35T44
DES,2010-07-01/P3M,624.9408770149928,11,tramo_edad,Y35T44
DES,2010-08-01/P3M,432.0765589037912,11,tramo_edad,Y35T44
DES,2010-09-01/P3M,464.54244953640926,11,tramo_edad,Y35T44
DES,2010-10-01/P3M,441.180229194397,11,tramo_edad,Y35T44
DES,2010-11-01/P3M,470.6985553310776,11,tramo_edad,Y35T44
DES,2010-12-01/P3M,312.32194062133357,11,tramo_edad,Y35T44
DES,2011-01-01/P3M,403.1881740516195,11,tramo_edad,Y35T44
DES,2011-02-01/P3M,371.00123621131695,11,tramo_edad,Y35T44
DES,2011-03-01/P3M,408.3199358240491,11,tramo_edad,Y35T44
DES,2011-04-01/P3M,300.9866809705618,11,tramo_edad,Y35T44
DES,2011-05-01/P3M,419.9433769672432,11,tramo_edad,Y35T44
DES,2011-06-01/P3M,538.4727349816113,11,tramo_edad,Y35T44
DES,2011-07-01/P3M,528.6735254512197,11,tramo_edad,Y35T44
DES,2011-08-01/P3M,476.2725431298756,11,tramo_edad,Y35T44
DES,2011-09-01/P3M,457.77304998833586,11,tramo_edad,Y35T44
DES,2011-10-01/P3M,391.35138712559296,11,tramo_edad,Y35T44
DES,2011-11-01/P3M,400.36092848089675,11,tramo_edad,Y35T44
DES,2011-12-01/P3M,465.0714859882534,11,tramo_edad,Y35T44
DES,2012-01-01/P3M,765.5237369836036,11,tramo_edad,Y35T44
DES,2012-02-01/P3M,723.4071368961734,11,tramo_edad,Y35T44
DES,2012-03-01/P3M,801.8403717960165,11,tramo_edad,Y35T44
DES,2012-04-01/P3M,598.1947268087384,11,tramo_edad,Y35T44
DES,2012-05-01/P3M,748.8116975368101,11,tramo_edad,Y35T44
DES,2012-06-01/P3M,406.62320174416186,11,tramo_edad,Y35T44
DES,2012-07-01/P3M,421.0062062959089,11,tramo_edad,Y35T44
DES,2012-08-01/P3M,195.31583148931804,11,tramo_edad,Y35T44
DES,2012-09-01/P3M,291.84253045315694,11,tramo_edad,Y35T44
DES,2012-10-01/P3M,173.2351486881507,11,tramo_edad,Y35T44
DES,2012-11-01/P3M,202.4812182079257,11,tramo_edad,Y35T44
DES,2012-12-01/P3M,330.13121574425196,11,tramo_edad,Y35T44
DES,2013-01-01/P3M,414.79813467689695,11,tramo_edad,Y35T44
DES,2013-02-01/P3M,333.2787959383548,11,tramo_edad,Y35T44
DES,2013-03-01/P3M,269.00063111590936,11,tramo_edad,Y35T44
DES,2013-04-01/P3M,287.42547675515596,11,tramo_edad,Y35T44
DES,2013-05-01/P3M,469.5121185320008,11,tramo_edad,Y35T44
DES,2013-06-01/P3M,539.0928179031176,11,tramo_edad,Y35T44
DES,2013-07-01/P3M,651.9441425994314,11,tramo_edad,Y35T44
DES,2013-08-01/P3M,638.2850460321831,11,tramo_edad,Y35T44
DES,2013-09-01/P3M,434.7108383216722,11,tramo_edad,Y35T44
DES,2013-10-01/P3M,420.1837154277603,11,tramo_edad,Y35T44
DES,2013-11-01/P3M,276.6911008339888,11,tramo_edad,Y35T44
DES,2013-12-01/P3M,282.7834555130897,11,tramo_edad,Y35T44
DES,2014-01-01/P3M,265.7181786758526,11,tramo_edad,Y35T44
DES,2014-02-01/P3M,251.51924919516603,11,tramo_edad,Y35T44
DES,2014-03-01/P3M,261.61461904636997,11,tramo_edad,Y35T44
DES,2014-04-01/P3M,355.3936133549802,11,tramo_edad,Y35T44
DES,2014-05-01/P3M,302.59898830420275,11,tramo_edad,Y35T44
DES,2014-06-01/P3M,316.22504077562235,11,tramo_edad,Y35T44
DES,2014-07-01/P3M,133.10675915427112,11,tramo_edad,Y35T44
DES,2014-08-01/P3M,196.43716666318477,11,tramo_edad,Y35T44
DES,2014-09-01/P3M,158.5073217007144,11,tramo_edad,Y35T44
DES,2014-10-01/P3M,87.45655061765724,11,tramo_edad,Y35T44
DES,2014-11-01/P3M,77.31343823516428,11,tramo_edad,Y35T44
DES,2014-12-01/P3M,240.90601087859037,11,tramo_edad,Y35T44
DES,2015-01-01/P3M,406.64767877620915,11,tramo_edad,Y35T44
DES,2015-02-01/P3M,420.0610294002988,11,tramo_edad,Y35T44
DES,2015-03-01/P3M,286.6849163910077,11,tramo_edad,Y35T44
DES,2015-04-01/P3M,258.74063721093626,11,tramo_edad,Y35T44
DES,2015-05-01/P3M,220.36577882326864,11,tramo_edad,Y35T44
DES,2015-06-01/P3M,325.3520426480512,11,tramo_edad,Y35T44
DES,2015-07-01/P3M,237.0335095936341,11,tramo_edad,Y35T44
DES,2015-08-01/P3M,192.90369337528804,11,tramo_edad,Y35T44
DES,2015-09-01/P3M,208.2328315266313,11,tramo_edad,Y35T44
DES,2015-10-01/P3M,322.63967049785407,11,tramo_edad,Y35T44
DES,2015-11-01/P3M,495.0479222326126,11,tramo_edad,Y35T44
DES,2015-12-01/P3M,510.86095734196647,11,tramo_edad,Y35T44
DES,2016-01-01/P3M,438.07141497020456,11,tramo_edad,Y35T44
DES,2016-02-01/P3M,432.2021150288284,11,tramo_edad,Y35T44
DES,2016-03-01/P3M,480.67084359263487,11,tramo_edad,Y35T44
DES,2016-04-01/P3M,438.7290999599618,11,tramo_edad,Y35T44
DES,2016-05-01/P3M,273.1334343042138,11,tramo_edad,Y35T44
DES,2016-06-01/P3M,166.55826933636553,11,tramo_edad,Y35T44
DES,2016-07-01/P3M,198.25248232661576,11,tramo_edad,Y35T44
DES,2016-08-01/P3M,180.97210236685035,11,tramo_edad,Y35T44
DES,2016-09-01/P3M,91.76645847318602,11,tramo_edad,Y35T44
DES,2016-10-01/P3M,44.79955387613056,11,tramo_edad,Y35T44
DES,2016-11-01/P3M,251.60927116702356,11,tramo_edad,Y35T44
DES,2016-12-01/P3M,258.82166482308116,11,tramo_edad,Y35T44
DES,2017-01-01/P3M,344.5640753831871,11,tramo_edad,Y35T44
DES,2017-02-01/P3M,299.26880734489765,11,tramo_edad,Y35T44
DES,2017-03-01/P3M,330.17826800838054,11,tramo_edad,Y35T44
DES,2017-04-01/P3M,270.73154774838736,11,tramo_edad,Y35T44
DES,2017-05-01/P3M,414.8976291932389,11,tramo_edad,Y35T44
DES,2017-06-01/P3M,353.07423352293307,11,tramo_edad,Y35T44
DES,2017-07-01/P3M,314.6744083149333,11,tramo_edad,Y35T44
DES,2017-08-01/P3M,118.0222817806131,11,tramo_edad,Y35T44
DES,2017-09-01/P3M,397.8758610705129,11,tramo_edad,Y35T44
DES,2017-10-01/P3M,438.2658730472259,11,tramo_edad,Y35T44
DES,2017-11-01/P3M,580.6026492607893,11,tramo_edad,Y35T44
DES,2017-12-01/P3M,480.6033715723444,11,tramo_edad,Y35T44
DES,2018-01-01/P3M,752.654178127556,11,tramo_edad,Y35T44
DES,2018-02-01/P3M,520.9568391785348,11,tramo_edad,Y35T44
DES,2018-03-01/P3M,628.7442566633738,11,tramo_edad,Y35T44
DES,2018-04-01/P3M,484.5722404904732,11,tramo_edad,Y35T44
DES,2018-05-01/P3M,512.0958274671666,11,tramo_edad,Y35T44
DES,2018-06-01/P3M,223.39014397789336,11,tramo_edad,Y35T44
DES,2018-07-01/P3M,38.10815694404984,11,tramo_edad,Y35T44
DES,2018-08-01/P3M,209.96895077872355,11,tramo_edad,Y35T44
DES,2018-09-01/P3M,235.50527204657885,11,tramo_edad,Y35T44
DES,2018-10-01/P3M,278.88016615908197,11,tramo_edad,Y35T44
DES,2018-11-01/P3M,352.77699368944207,11,tramo_edad,Y35T44
DES,2018-12-01/P3M,389.0424354251549,11,tramo_edad,Y35T44
DES,2019-01-01/P3M,390.4027282114328,11,tramo_edad,Y35T44
DES,2019-02-01/P3M,270.1445166066412,11,tramo_edad,Y35T44
DES,2019-03-01/P3M,310.2008084136198,11,tramo_edad,Y35T44
DES,2019-04-01/P3M,305.45005153933283,11,tramo_edad,Y35T44
DES,2019-05-01/P3M,326.6129256191382,11,tramo_edad,Y35T44
DES,2019-06-01/P3M,324.9137055798911,11,tramo_edad,Y35T44
DES,2019-07-01/P3M,345.9580380415179,11,tramo_edad,Y35T44
DES,2019-08-01/P3M,489.8861311885805,11,tramo_edad,Y35T44
DES,2019-09-01/P3M,500.563502141032,11,tramo_edad,Y35T44
DES,2019-10-01/P3M,541.6760972482084,11,tramo_edad,Y35T44
DES,2019-11-01/P3M,361.04422586365814,11,tramo_edad,Y35T44
DES,2019-12-01/P3M,302.3136809612704,11,tramo_edad,Y35T44
DES,2020-01-01/P3M,527.7668663295808,11,tramo_edad,Y35T44
DES,2020-02-01/P3M,383.8788317393502,11,tramo_edad,Y35T44
DES,2020-03-01/P3M,938.678306704437,11,tramo_edad,Y35T44
DES,2020-04-01/P3M,1251.4574816955617,11,tramo_edad,Y35T44
DES,2020-05-01/P3M,755.1194215271324,11,tramo_edad,Y35T44
DES,2020-06-01/P3M,521.136255613934,11,tramo_edad,Y35T44
DES,2020-07-01/P3M,479.9288760593018,11,tramo_edad,Y35T44
DES,2020-08-01/P3M,912.4667699213946,11,tramo_edad,Y35T44
DES,2020-09-01/P3M,839.2286789753185,11,tramo_edad,Y35T44
DES,2020-10-01/P3M,559.6311366459081,11,tramo_edad,Y35T44
DES,2020-11-01/P3M,210.3005225696668,11,tramo_edad,Y35T44
DES,2020-12-01/P3M,364.00569568073007,11,tramo_edad,Y35T44
DES,2021-01-01/P3M,450.13590380651794,11,tramo_edad,Y35T44
DES,2021-02-01/P3M,629.2788690488837,11,tramo_edad,Y35T44
DES,2021-03-01/P3M,742.386407976119,11,tramo_edad,Y35T44
DES,2021-04-01/P3M,740.3964030144349,11,tramo_edad,Y35T44
DES,2021-05-01/P3M,440.13031081793383,11,tramo_edad,Y35T44
DES,2021-06-01/P3M,572.8584770246573,11,tramo_edad,Y35T44
DES,2021-07-01/P3M,511.2872305968112,11,tramo_edad,Y35T44
DES,2021-08-01/P3M,570.7739398619582,11,tramo_edad,Y35T44
DES,2021-09-01/P3M,277.51936652820325,11,tramo_edad,Y35T44
DES,2021-10-01/P3M,240.1087160952264,11,tramo_edad,Y35T44
DES,2021-11-01/P3M,575.3724516338702,11,tramo_edad,Y35T44
DES,2021-12-01/P3M,710.7901186315528,11,tramo_edad,Y35T44
DES,2022-01-01/P3M,843.6615208180804,11,tramo_edad,Y35T44
DES,2022-02-01/P3M,641.6855736426287,11,tramo_edad,Y35T44
DES,2022-03-01/P3M,828.0434554126009,11,tramo_edad,Y35T44
DES,2022-04-01/P3M,694.3586930020498,11,tramo_edad,Y35T44
DES,2022-05-01/P3M,770.1691245803825,11,tramo_edad,Y35T44
DES,2022-06-01/P3M,665.8103637688976,11,tramo_edad,Y35T44
DES,2022-07-01/P3M,622.7577554581421,11,tramo_edad,Y35T44
DES,2022-08-01/P3M,428.6066548503164,11,tramo_edad,Y35T44
DES,2022-09-01/P3M,300.8866666330483,11,tramo_edad,Y35T44
DES,2022-10-01/P3M,283.0585306572084,11,tramo_edad,Y35T44
DES,2022-11-01/P3M,487.2798106744646,11,tramo_edad,Y35T44
DES,2022-12-01/P3M,497.84942713522594,11,tramo_edad,Y35T44
DES,2023-01-01/P3M,514.0856215145465,11,tramo_edad,Y35T44
DES,2023-02-01/P3M,310.37625486764256,11,tramo_edad,Y35T44
DES,2023-03-01/P3M,464.7162036798484,11,tramo_edad,Y35T44
DES,2023-04-01/P3M,610.4535017709283,11,tramo_edad,Y35T44
DES,2023-05-01/P3M,846.5581526910175,11,tramo_edad,Y35T44
DES,2023-06-01/P3M,828.6356499582616,11,tramo_edad,Y35T44
DES,2023-07-01/P3M,592.1601869770413,11,tramo_edad,Y35T44
DES,2023-08-01/P3M,506.9582037109653,11,tramo_edad,Y35T44
DES,2023-09-01/P3M,459.1862690706987,11,tramo_edad,Y35T44
DES,2023-10-01/P3M,375.52518000976784,11,tramo_edad,Y35T44
DES,2023-11-01/P3M,498.5450311647442,11,tramo_edad,Y35T44
DES,2023-12-01/P3M,419.8728022613468,11,tramo_edad,Y35T44
DES,2024-01-01/P3M,545.2592767995163,11,tramo_edad,Y35T44
DES,2024-02-01/P3M,603.9816387690121,11,tramo_edad,Y35T44
DES,2024-03-01/P3M,692.2811665345174,11,tramo_edad,Y35T44
DES,2024-04-01/P3M,804.6955496112619,11,tramo_edad,Y35T44
DES,2024-05-01/P3M,600.5762749076606,11,tramo_edad,Y35T44
DES,2024-06-01/P3M,536.5989096586936,11,tramo_edad,Y35T44
DES,2024-07-01/P3M,421.1071678367867,11,tramo_edad,Y35T44
DES,2024-08-01/P3M,417.39951216311806,11,tramo_edad,Y35T44
DES,2024-09-01/P3M,455.2629225423275,11,tramo_edad,Y35T44
DES,2024-10-01/P3M,485.9002379949215,11,tramo_edad,Y35T44
DES,2024-11-01/P3M,805.3738411233938,11,tramo_edad,Y35T44
DES,2024-12-01/P3M,722.0889649181694,11,tramo_edad,Y35T44
DES,2025-01-01/P3M,776.1590918276117,11,tramo_edad,Y35T44
DES,2025-02-01/P3M,393.8214915247618,11,tramo_edad,Y35T44
DES,2010-01-01/P3M,6005.618083880793,16,tramo_edad,Y15T24
DES,2010-02-01/P3M,4651.190429811097,16,tramo_edad,Y15T24
DES,2010-03-01/P3M,5344.015865056925,16,tramo_edad,Y15T24
DES,2010-04-01/P3M,4850.052246348382,16,tramo_edad,Y15T24
DES,2010-05-01/P3M,4524.384407920577,16,tramo_edad,Y15T24
DES,2010-06-01/P3M,4075.2950048696575,16,tramo_edad,Y15T24
DES,2010-07-01/P3M,5097.798462553954,16,tramo_edad,Y15T24
DES,2010-08-01/P3M,6475.034586285661,16,tramo_edad,Y15T24
DES,2010-09-01/P3M,5702.7757782527615,16,tramo_edad,Y15T24
DES,2010-10-01/P3M,4572.561871719507,16,tramo_edad,Y15T24
DES,2010-11-01/P3M,4869.005712894873,16,tramo_edad,Y15T24
DES,2010-12-01/P3M,6364.853579176084,16,tramo_edad,Y15T24
DES,2011-01-01/P3M,6828.447024788727,16,tramo_edad,Y15T24
DES,2011-02-01/P3M,6181.850829587876,16,tramo_edad,Y15T24
DES,2011-03-01/P3M,6330.637954809694,16,tramo_edad,Y15T24
DES,2011-04-01/P3M,7697.293739264731,16,tramo_edad,Y15T24
DES,2011-05-01/P3M,8039.626454263237,16,tramo_edad,Y15T24
DES,2011-06-01/P3M,7501.839464134272,16,tramo_edad,Y15T24
DES,2011-07-01/P3M,5685.122329923386,16,tramo_edad,Y15T24
DES,2011-08-01/P3M,4581.680569049222,16,tramo_edad,Y15T24
DES,2011-09-01/P3M,4992.872810592528,16,tramo_edad,Y15T24
DES,2011-10-01/P3M,5582.5818656299825,16,tramo_edad,Y15T24
DES,2011-11-01/P3M,5874.3507468748,16,tramo_edad,Y15T24
DES,2011-12-01/P3M,5698.958784155888,16,tramo_edad,Y15T24
DES,2012-01-01/P3M,6847.056083432443,16,tramo_edad,Y15T24
DES,2012-02-01/P3M,8168.293431345316,16,tramo_edad,Y15T24
DES,2012-03-01/P3M,8458.722851725246,16,tramo_edad,Y15T24
DES,2012-04-01/P3M,6607.058060361925,16,tramo_edad,Y15T24
DES,2012-05-01/P3M,5304.742218768207,16,tramo_edad,Y15T24
DES,2012-06-01/P3M,5642.077539652511,16,tramo_edad,Y15T24
DES,2012-07-01/P3M,7479.115980808346,16,tramo_edad,Y15T24
DES,2012-08-01/P3M,7658.749488225105,16,tramo_edad,Y15T24
DES,2012-09-01/P3M,6110.470667053318,16,tramo_edad,Y15T24
DES,2012-10-01/P3M,4577.027592875201,16,tramo_edad,Y15T24
DES,2012-11-01/P3M,6468.67606506153,16,tramo_edad,Y15T24
DES,2012-12-01/P3M,5768.587732694258,16,tramo_edad,Y15T24
DES,2013-01-01/P3M,6054.5489432945205,16,tramo_edad,Y15T24
DES,2013-02-01/P3M,5223.939092586096,16,tramo_edad,Y15T24
DES,2013-03-01/P3M,6451.219057406263,16,tramo_edad,Y15T24
DES,2013-04-01/P3M,5647.364652429989,16,tramo_edad,Y15T24
DES,2013-05-01/P3M,4146.294707628941,16,tramo_edad,Y15T24
DES,2013-06-01/P3M,4432.158215713597,16,tramo_edad,Y15T24
DES,2013-07-01/P3M,4438.542843471778,16,tramo_edad,Y15T24
DES,2013-08-01/P3M,6349.9644091411765,16,tramo_edad,Y15T24
DES,2013-09-01/P3M,6067.14767661931,16,tramo_edad,Y15T24
DES,2013-10-01/P3M,6664.1400714687425,16,tramo_edad,Y15T24
DES,2013-11-01/P3M,6411.638584536723,16,tramo_edad,Y15T24
DES,2013-12-01/P3M,5076.032456565087,16,tramo_edad,Y15T24
DES,2014-01-01/P3M,5807.858928381274,16,tramo_edad,Y15T24
DES,2014-02-01/P3M,5705.780959313961,16,tramo_edad,Y15T24
DES,2014-03-01/P3M,5596.512859022991,16,tramo_edad,Y15T24
DES,2014-04-01/P3M,5285.8904874838,16,tramo_edad,Y15T24
DES,2014-05-01/P3M,4814.432095641039,16,tramo_edad,Y15T24
DES,2014-06-01/P3M,6312.448934521195,16,tramo_edad,Y15T24
DES,2014-07-01/P3M,5533.544222849778,16,tramo_edad,Y15T24
DES,2014-08-01/P3M,4116.426599592596,16,tramo_edad,Y15T24
DES,2014-09-01/P3M,5342.591720471624,16,tramo_edad,Y15T24
DES,2014-10-01/P3M,7318.7483268355345,16,tramo_edad,Y15T24
DES,2014-11-01/P3M,8038.646212452635,16,tramo_edad,Y15T24
DES,2014-12-01/P3M,6123.706033101175,16,tramo_edad,Y15T24
DES,2015-01-01/P3M,4777.499986026068,16,tramo_edad,Y15T24
DES,2015-02-01/P3M,4854.459661739237,16,tramo_edad,Y15T24
DES,2015-03-01/P3M,6094.187997066482,16,tramo_edad,Y15T24
DES,2015-04-01/P3M,5819.629482494539,16,tramo_edad,Y15T24
DES,2015-05-01/P3M,5387.284384408012,16,tramo_edad,Y15T24
DES,2015-06-01/P3M,4527.358272687531,16,tramo_edad,Y15T24
DES,2015-07-01/P3M,4070.6500231115897,16,tramo_edad,Y15T24
DES,2015-08-01/P3M,4219.157740707666,16,tramo_edad,Y15T24
DES,2015-09-01/P3M,3396.1293025535024,16,tramo_edad,Y15T24
DES,2015-10-01/P3M,3358.684831264454,16,tramo_edad,Y15T24
DES,2015-11-01/P3M,3174.843749045883,16,tramo_edad,Y15T24
DES,2015-12-01/P3M,3741.3868145292113,16,tramo_edad,Y15T24
DES,2016-01-01/P3M,4571.14989872236,16,tramo_edad,Y15T24
DES,2016-02-01/P3M,4338.850269892588,16,tramo_edad,Y15T24
DES,2016-03-01/P3M,4717.304238375037,16,tramo_edad,Y15T24
DES,2016-04-01/P3M,4503.066366115653,16,tramo_edad,Y15T24
DES,2016-05-01/P3M,5143.5347215745,16,tramo_edad,Y15T24
DES,2016-06-01/P3M,5804.307729086429,16,tramo_edad,Y15T24
DES,2016-07-01/P3M,5959.369113394289,16,tramo_edad,Y15T24
DES,2016-08-01/P3M,5207.513434071451,16,tramo_edad,Y15T24
DES,2016-09-01/P3M,4257.068072028291,16,tramo_edad,Y15T24
DES,2016-10-01/P3M,4662.644975709649,16,tramo_edad,Y15T24
DES,2016-11-01/P3M,4711.323601191134,16,tramo_edad,Y15T24
DES,2016-12-01/P3M,4339.981757974371,16,tramo_edad,Y15T24
DES,2017-01-01/P3M,3103.688700147037,16,tramo_edad,Y15T24
DES,2017-02-01/P3M,3868.138155777638,16,tramo_edad,Y15T24
DES,2017-03-01/P3M,3534.4064021930353,16,tramo_edad,Y15T24
DES,2017-04-01/P3M,5392.872400941259,16,tramo_edad,Y15T24
DES,2017-05-01/P3M,5924.514719661812,16,tramo_edad,Y15T24
DES,2017-06-01/P3M,6477.608650118027,16,tramo_edad,Y15T24
DES,2017-07-01/P3M,5415.656024479875,16,tramo_edad,Y15T24
DES,2017-08-01/P3M,4376.547210279508,16,tramo_edad,Y15T24
DES,2017-09-01/P3M,4468.623205505801,16,tramo_edad,Y15T24
DES,2017-10-01/P3M,4203.549980822269,16,tramo_edad,Y15T24
DES,2017-11-01/P3M,5806.445959490181,16,tramo_edad,Y15T24
DES,2017-12-01/P3M,6146.755383241684,16,tramo_edad,Y15T24
DES,2018-01-01/P3M,5044.358378428346,16,tramo_edad,Y15T24
DES,2018-02-01/P3M,3994.228210040067,16,tramo_edad,Y15T24
DES,2018-03-01/P3M,3624.8947435703662,16,tramo_edad,Y15T24
DES,2018-04-01/P3M,4582.958440114345,16,tramo_edad,Y15T24
DES,2018-05-01/P3M,5544.3900481640385,16,tramo_edad,Y15T24
DES,2018-06-01/P3M,5835.221605325411,16,tramo_edad,Y15T24
DES,2018-07-01/P3M,5520.63616099405,16,tramo_edad,Y15T24
DES,2018-08-01/P3M,6263.472115675602,16,tramo_edad,Y15T24
DES,2018-09-01/P3M,5557.995895406912,16,tramo_edad,Y15T24
DES,2018-10-01/P3M,7318.683540970604,16,tramo_edad,Y15T24
DES,2018-11-01/P3M,5544.481057638438,16,tramo_edad,Y15T24
DES,2018-12-01/P3M,4925.6299554257685,16,tramo_edad,Y15T24
DES,2019-01-01/P3M,2703.1304333324447,16,tramo_edad,Y15T24
DES,2019-02-01/P3M,3372.9592310222697,16,tramo_edad,Y15T24
DES,2019-03-01/P3M,4901.792292117015,16,tramo_edad,Y15T24
DES,2019-04-01/P3M,5736.8394936346285,16,tramo_edad,Y15T24
DES,2019-05-01/P3M,5409.243603980632,16,tramo_edad,Y15T24
DES,2019-06-01/P3M,5198.248736864321,16,tramo_edad,Y15T24
DES,2019-07-01/P3M,4581.833486974937,16,tramo_edad,Y15T24
DES,2019-08-01/P3M,4565.8681921164925,16,tramo_edad,Y15T24
DES,2019-09-01/P3M,4994.8112614805395,16,tramo_edad,Y15T24
DES,2019-10-01/P3M,4827.0349390287065,16,tramo_edad,Y15T24
DES,2019-11-01/P3M,4777.104472071558,16,tramo_edad,Y15T24
DES,2019-12-01/P3M,3947.940380146104,16,tramo_edad,Y15T24
DES,2020-01-01/P3M,4298.153595477853,16,tramo_edad,Y15T24
DES,2020-02-01/P3M,3444.060822428435,16,tramo_edad,Y15T24
DES,2020-03-01/P3M,3148.486868010884,16,tramo_edad,Y15T24
DES,2020-04-01/P3M,2669.415228403983,16,tramo_edad,Y15T24
DES,2020-05-01/P3M,3339.2418131404584,16,tramo_edad,Y15T24
DES,2020-06-01/P3M,2827.418198659486,16,tramo_edad,Y15T24
DES,2020-07-01/P3M,3528.5719002976534,16,tramo_edad,Y15T24
DES,2020-08-01/P3M,3027.77226633743,16,tramo_edad,Y15T24
DES,2020-09-01/P3M,3990.5699799499225,16,tramo_edad,Y15T24
DES,2020-10-01/P3M,3512.4983241403106,16,tramo_edad,Y15T24
DES,2020-11-01/P3M,4864.943159907727,16,tramo_edad,Y15T24
DES,2020-12-01/P3M,4571.87186061324,16,tramo_edad,Y15T24
DES,2021-01-01/P3M,4458.891552174356,16,tramo_edad,Y15T24
DES,2021-02-01/P3M,3567.8484343245195,16,tramo_edad,Y15T24
DES,2021-03-01/P3M,3726.4051280709064,16,tramo_edad,Y15T24
DES,2021-04-01/P3M,3905.648798440937,16,tramo_edad,Y15T24
DES,2021-05-01/P3M,3082.2090098458852,16,tramo_edad,Y15T24
DES,2021-06-01/P3M,2921.1503709517024,16,tramo_edad,Y15T24
DES,2021-07-01/P3M,3059.6966921981507,16,tramo_edad,Y15T24
DES,2021-08-01/P3M,3921.2438556196166,16,tramo_edad,Y15T24
DES,2021-09-01/P3M,3544.715551875468,16,tramo_edad,Y15T24
DES,2021-10-01/P3M,3324.480503471461,16,tramo_edad,Y15T24
DES,2021-11-01/P3M,3228.0819508117447,16,tramo_edad,Y15T24
DES,2021-12-01/P3M,3999.177364066974,16,tramo_edad,Y15T24
DES,2022-01-01/P3M,4218.997123671149,16,tramo_edad,Y15T24
DES,2022-02-01/P3M,3127.8419224634977,16,tramo_edad,Y15T24
DES,2022-03-01/P3M,2464.950120999699,16,tramo_edad,Y15T24
DES,2022-04-01/P3M,2739.306837495131,16,tramo_edad,Y15T24
DES,2022-05-01/P3M,3603.886064307594,16,tramo_edad,Y15T24
DES,2022-06-01/P3M,3274.821088730152,16,tramo_edad,Y15T24
DES,2022-07-01/P3M,2685.5784687055634,16,tramo_edad,Y15T24
DES,2022-08-01/P3M,2116.3642469402735,16,tramo_edad,Y15T24
DES,2022-09-01/P3M,2889.7803653502915,16,tramo_edad,Y15T24
DES,2022-10-01/P3M,4165.517083755424,16,tramo_edad,Y15T24
DES,2022-11-01/P3M,5459.436319870247,16,tramo_edad,Y15T24
DES,2022-12-01/P3M,5381.911974458273,16,tramo_edad,Y15T24
DES,2023-01-01/P3M,4056.8286580676768,16,tramo_edad,Y15T24
DES,2023-02-01/P3M,3461.5207969443018,16,tramo_edad,Y15T24
DES,2023-03-01/P3M,3982.834949380134,16,tramo_edad,Y15T24
DES,2023-04-01/P3M,4751.603186799955,16,tramo_edad,Y15T24
DES,2023-05-01/P3M,5165.101870189888,16,tramo_edad,Y15T24
DES,2023-06-01/P3M,5151.754579744449,16,tramo_edad,Y15T24
DES,2023-07-01/P3M,4453.974698409991,16,tramo_edad,Y15T24
DES,2023-08-01/P3M,3870.890402582682,16,tramo_edad,Y15T24
DES,2023-09-01/P3M,3018.3856196667653,16,tramo_edad,Y15T24
DES,2023-10-01/P3M,4098.94230549163,16,tramo_edad,Y15T24
DES,2023-11-01/P3M,4114.62010628793,16,tramo_edad,Y15T24
DES,2023-12-01/P3M,5457.890597150335,16,tramo_edad,Y15T24
DES,2024-01-01/P3M,5034.3944808370325,16,tramo_edad,Y15T24
DES,2024-02-01/P3M,5192.22900281227,16,tramo_edad,Y15T24
DES,2024-03-01/P3M,4483.319295049021,16,tramo_edad,Y15T24
DES,2024-04-01/P3M,4106.83358189849,16,tramo_edad,Y15T24
DES,2024-05-01/P3M,4701.76247283214,16,tramo_edad,Y15T24
DES,2024-06-01/P3M,4723.374926116363,16,tramo_edad,Y15T24
DES,2024-07-01/P3M,5004.130783853604,16,tramo_edad,Y15T24
DES,2024-08-01/P3M,4212.028957703258,16,tramo_edad,Y15T24
DES,2024-09-01/P3M,4361.699639456306,16,tramo_edad,Y15T24
DES,2024-10-01/P3M,4207.820127706394,16,tramo_edad,Y15T24
DES,2024-11-01/P3M,5131.110761325118,16,tramo_edad,Y15T24
DES,2024-12-01/P3M,6466.407072340017,16,tramo_edad,Y15T24
DES,2025-01-01/P3M,6540.869171808444,16,tramo_edad,Y15T24
DES,2025-02-01/P3M,4900.567880792966,16,tramo_edad,Y15T24
DES,2010-01-01/P3M,90.25098752277869,14,tramo_edad,Y_GE65
DES,2010-02-01/P3M,84.3551464874765,14,tramo_edad,Y_GE65
DES,2010-05-01/P3M,107.79389832156218,14,tramo_edad,Y_GE65
DES,2010-06-01/P3M,99.89961792754283,14,tramo_edad,Y_GE65
DES,2010-07-01/P3M,99.68968125760168,14,tramo_edad,Y_GE65
DES,2011-04-01/P3M,81.06561933058804,14,tramo_edad,Y_GE65
DES,2011-05-01/P3M,80.69065211782578,14,tramo_edad,Y_GE65
DES,2011-06-01/P3M,81.14730992555194,14,tramo_edad,Y_GE65
DES,2011-08-01/P3M,355.2000942138149,14,tramo_edad,Y_GE65
DES,2011-09-01/P3M,346.41420087749134,14,tramo_edad,Y_GE65
DES,2011-10-01/P3M,338.3162671553603,14,tramo_edad,Y_GE65
DES,2012-02-01/P3M,165.9428872195191,14,tramo_edad,Y_GE65
